#Date, time, sensornum, avgWatts
2015 02 09, 16:18, 1, 5.73333562717
2015 02 09, 16:18, 1, 5.1720885027
2015 02 09, 16:19, 1, 5.37877068768
2015 02 09, 16:19, 1, 5.1293203727
2015 02 09, 16:20, 1, 6.01139394406
2015 02 09, 16:20, 1, 5.07171502971
2015 02 09, 16:21, 1, 5.14460722619
2015 02 09, 16:21, 1, 5.57065141062
2015 02 09, 16:22, 1, 4.8715626005
2015 02 09, 16:22, 1, 4.7236503896
2015 02 09, 16:23, 1, 4.97589787852
2015 02 09, 16:23, 1, 5.85120670137
2015 02 09, 16:24, 1, 4.8984207874
2015 02 09, 16:24, 1, 5.19629489589
2015 02 09, 16:25, 1, 5.40709134831
2015 02 09, 16:25, 1, 5.72251972583
2015 02 09, 16:26, 1, 5.34630759367
2015 02 09, 16:27, 1, 5.54956169071
2015 02 09, 16:27, 1, 4.44882368939
2015 02 09, 16:28, 1, 4.94700303239
2015 02 09, 16:28, 1, 4.22048216827
2015 02 09, 16:29, 1, 5.31329217295
2015 02 09, 16:29, 1, 5.85690444086
2015 02 09, 16:30, 1, 5.2929348369
2015 02 09, 16:31, 1, 4.76996602804
2015 02 09, 16:31, 1, 4.55694304238
2015 02 09, 16:32, 1, 4.71951480972
2015 02 09, 16:32, 1, 5.26710341088
2015 02 09, 16:33, 1, 4.5900575065
2015 02 09, 16:33, 1, 5.57569626922
2015 02 09, 16:34, 1, 4.81247170969
2015 02 09, 16:34, 1, 5.49400435894
2015 02 09, 16:35, 1, 3.87974031251
2015 02 09, 16:35, 1, 4.99074199241
2015 02 09, 16:36, 1, 5.16862717203
2015 02 09, 16:36, 1, 5.07667409797
2015 02 09, 16:37, 1, 4.74777641801
2015 02 09, 16:38, 1, 4.60632752688
2015 02 09, 16:38, 1, 5.55503169311
2015 02 09, 16:39, 1, 4.74037719221
2015 02 09, 16:40, 1, 5.91332208081
2015 02 09, 16:40, 1, 5.84477306307
2015 02 09, 16:41, 1, 6.42863843525
2015 02 09, 16:41, 1, 5.80342573274
2015 02 09, 16:42, 1, 5.83134171152
2015 02 09, 16:42, 1, 5.41272927358
2015 02 09, 16:43, 1, 5.20116373168
2015 02 09, 16:43, 1, 5.11748880293
2015 02 09, 16:44, 1, 5.38976324013
2015 02 09, 16:44, 1, 5.15455380511
2015 02 09, 16:45, 1, 5.69493647286
2015 02 09, 16:45, 1, 4.63395518505
2015 02 09, 16:46, 1, 5.013265862
2015 02 09, 16:46, 1, 4.48338615902
2015 02 09, 16:47, 1, 4.5626479219
2015 02 09, 16:47, 1, 4.96925360703
2015 02 09, 16:48, 1, 4.44324400255
2015 02 09, 16:48, 1, 4.86372769443
2015 02 09, 16:49, 1, 5.13720478584
2015 02 09, 16:49, 1, 5.56468443059
2015 02 09, 16:50, 1, 4.61763376222
2015 02 09, 16:51, 1, 6.43576720147
2015 02 09, 16:51, 1, 5.07913098178
2015 02 09, 16:52, 1, 6.37022906583
2015 02 09, 16:52, 1, 6.46643577539
2015 02 09, 16:53, 1, 6.73828265596
2015 02 09, 16:53, 1, 7.03287092695
2015 02 09, 16:54, 1, 5.612635851
2015 02 09, 16:54, 1, 5.5445709189
2015 02 09, 16:55, 1, 6.85776170109
2015 02 09, 16:55, 1, 6.15793786053
2015 02 09, 16:56, 1, 6.25030225432
2015 02 09, 16:56, 1, 6.05388104458
2015 02 09, 16:57, 1, 5.95312172322
2015 02 10, 13:29, 1, 50.8879148777
2015 02 10, 13:30, 1, 54.9354032751
2015 02 10, 13:30, 1, 50.6097666376
2015 02 10, 13:31, 1, 56.2442944981
2015 02 10, 13:31, 1, 56.6593082177
2015 02 10, 13:32, 1, 62.0929347518
2015 02 10, 13:32, 1, 57.489715948
2015 02 10, 13:33, 1, 55.965234684
2015 02 10, 13:33, 1, 58.1968587725
2015 02 10, 13:34, 1, 52.7138096409
2015 02 10, 13:34, 1, 51.6718937617
2015 02 10, 13:35, 1, 51.2953504753
2015 02 10, 13:35, 1, 52.6471942889
2015 02 10, 13:36, 1, 52.3568464443
2015 02 10, 13:36, 1, 50.8676123221
2015 02 10, 13:37, 1, 52.8029486873
2015 02 10, 13:37, 1, 51.1661576078
2015 02 10, 13:38, 1, 51.762927301
2015 02 10, 13:38, 1, 48.0986609727
2015 02 10, 13:39, 1, 54.5445982571
2015 02 10, 13:39, 1, 49.9125930584
2015 02 10, 13:40, 1, 43.8587557637
2015 02 10, 13:40, 1, 40.0437977842
2015 02 10, 13:47, 1, 42.6288419691
2015 02 10, 13:49, 1, 38.1323429704
2015 02 10, 13:50, 1, 39.2798981897
2015 02 10, 13:50, 1, 38.296130446
2015 02 10, 14:15, 1, 31.5615596346
2015 02 10, 14:16, 1, 30.4026718927
2015 02 10, 14:16, 1, 34.4435395965
2015 02 10, 14:17, 1, 8.60798432117
2015 02 10, 14:17, 1, 4.33943688331
2015 02 10, 14:18, 1, 4.81110763914
2015 02 10, 14:18, 1, 5.84347381535
2015 02 10, 14:19, 1, 3.65711487209
2015 02 10, 14:19, 1, 3.66282616541
2015 02 10, 14:20, 1, 4.30029991947
2015 02 10, 14:20, 1, 10.9601538161
2015 02 10, 14:21, 1, 22.2503541216
2015 02 10, 14:21, 1, 23.6177825611
2015 02 10, 14:22, 1, 19.0357810207
2015 02 10, 14:22, 1, 17.2603322239
2015 02 10, 14:23, 1, 15.7971012402
2015 02 10, 14:23, 1, 16.8703906721
2015 02 10, 14:24, 1, 16.6734254717
2015 02 10, 14:24, 1, 22.6138415029
2015 02 10, 14:25, 1, 24.8923592934
2015 02 10, 14:25, 1, 20.1199885981
2015 02 10, 14:26, 1, 16.992282743
2015 02 10, 14:26, 1, 19.3789328061
2015 02 10, 14:27, 1, 26.0061874697
2015 02 10, 14:27, 1, 34.1117418828
2015 02 10, 14:28, 1, 31.692351073
2015 02 10, 14:28, 1, 33.8977447201
2015 02 10, 14:29, 1, 32.6898273299
2015 02 10, 14:29, 1, 32.6578433933
2015 02 10, 14:30, 1, 30.2660105848
2015 02 10, 14:31, 1, 33.05948452
2015 02 10, 14:31, 1, 29.4513106961
2015 02 10, 14:32, 1, 31.0143000276
2015 02 10, 14:32, 1, 29.8852826312
2015 02 10, 14:33, 1, 33.9889677453
2015 02 10, 14:33, 1, 32.7857393992
2015 02 10, 14:34, 1, 33.8973672419
2015 02 10, 14:34, 1, 26.5707297885
2015 02 10, 14:35, 1, 33.5602757047
2015 02 10, 14:36, 1, 28.8379842223
2015 02 10, 14:37, 1, 15.1939456823
2015 02 10, 14:37, 1, 29.1656556765
2015 02 10, 14:38, 1, 29.072105553
2015 02 10, 14:38, 1, 27.4079389893
2015 02 10, 14:39, 1, 3.25364446682
2015 02 10, 14:39, 1, 26.853731083
2015 02 10, 14:40, 1, 25.9373738873
2015 02 10, 14:40, 1, 26.1576747849
2015 02 10, 14:41, 1, 36.5601816393
2015 02 10, 14:41, 1, 20.9900871509
2015 02 10, 14:42, 1, 26.2074763809
2015 02 10, 14:42, 1, 22.6097517502
2015 02 10, 14:43, 1, 25.3658342932
2015 02 10, 14:43, 1, 22.7771662658
2015 02 10, 14:44, 1, 23.7051799972
2015 02 10, 14:44, 1, 21.2679110457
2015 02 10, 14:45, 1, 19.7172443652
2015 02 10, 14:45, 1, 25.0127112207
2015 02 10, 14:46, 1, 19.7124554048
2015 02 10, 14:46, 1, 19.3299631536
2015 02 10, 14:47, 1, 18.3825307708
